Location,Bedroom,Total-Sqft,Bathroom,Price,Condition
Wichita Falls,4,2000,4,290000.00,old
Willis,4,2100,4,870000.00,Normal
Willow Park,4,2200,4,580000.00,Normal
Wills Point,4,2300,4,290000.00,good
Wilmer,4,2400,4,290000.00,good
Wilson,4,2450,4,290000.00,good
Wimberley,4,2500,4,435000.00,good
Windcrest,4,2550,4,580000.00,good
Winfield,4,2600,4,725000.00,good
Wink,4,2000,4,290000.00,good
Winnsboro,4,2100,4,580000.00,good
Winters,4,2200,4,435000.00,good
Wixon Valley,4,2300,4,435000.00,good
Wolfe City,4,2400,4,435000.00,good
Wolfforth,4,2450,4,435000.00,good
Woodbranch,4,2500,4,580000.00,good
Woodcreek,4,2550,4,290000.00,good
Woodway,4,2600,4,435000.00,good
Wylie,4,2000,4,290000.00,good
Yoakum,4,2100,4,435000.00,good
Yorktown,4,2200,4,435000.00,good
Zavalla,4,2300,4,435000.00,good
Alba,2,700,1,153200.00,good
Alma,2,800,1,110500.00,good
Alto,2,650,1,183200.00,good
Alvord,2,700,1,156100.00,good
Annetta,2,800,1,106000.00,good
Annetta North,2,650,1,197200.00,good
Annetta South,2,700,1,197200.00,good
Annona,2,800,1,75200.00,good
Anthony,2,800,1,170000.00,good
Aspermont,2,800,1,199000.00,good
Avery,2,800,1,150000.00,good
Avinger,2,650,1,150000.00,good
Bartonville,2,700,1,200000.00,good
Bayside,2,800,1,250000.00,good
Bayview,2,800,1,300000.00,good
Bells,2,800,1,200000.00,good
Berryville,2,650,1,100000.00,good
Big Sandy,2,700,1,250000.00,good
Bishop Hills,2,800,1,300000.00,good
Blanket,2,800,1,300000.00,good
Bloomburg,2,800,1,100000.00,good
Blooming Grove,2,800,1,100000.00,good
Blum,2,650,1,200000.00,good
Booker,2,700,1,200000.00,good
Boyd,2,650,1,250000.00,good
Broaddus,2,700,2,250000.00,good
Bronte,2,800,2,150000.00,good
Buckholts,2,800,2,150000.00,good
Buffalo Gap,2,800,2,200000.00,Normal
Bullard,2,650,2,150000.00,Normal
Bynum,2,700,2,150000.00,old
Caney City,2,800,2,150000.00,good
Carbon,2,800,2,150000.00,good
Carl's Corner,2,800,2,200000.00,old
Chester,2,800,2,100000.00,Normal
China Grove,2,800,2,150000.00,Normal
Christine,2,800,2,100000.00,good
Clint,2,800,2,150000.00,good
Coahoma,2,650,2,62560.00,good
Coffee City,2,700,2,150000.00,good
Collinsville,2,650,2,237460.00,good
Combes,2,700,2,100000.00,good
Como,2,800,2,280000.00,good
Coolidge,2,800,2,150000.00,good
Copper Canyon,2,800,2,150000.00,good
Corrigan,2,650,2,150000.00,good
Crawford,2,700,2,150000.00,good
Cross Plains,2,800,2,150000.00,good
Cross Roads,2,800,2,150000.00,good
Cross Timber,2,800,2,150000.00,good
Cuney,2,800,2,150000.00,good
Darrouzett,2,800,2,150000.00,good
Dawson,2,800,2,244135.00,good
Dennis,2,800,2,150000.00,good
Denver City,2,650,2,150000.00,good
Detroit,2,700,2,150000.00,good
DISH,2,650,2,296122.00,good
Dodd City,2,700,2,150000.00,good
Dodson,2,800,2,100000.00,good
Domino,2,800,2,150000.00,good
Double Oak,2,800,2,150000.00,good
Douglassville,2,650,2,150000.00,good
Draper,2,700,2,150000.00,good
Edgecliff Village,2,800,2,150000.00,good
Edgewood,2,800,2,150000.00,good
Edmonson,2,800,2,150000.00,good
Elkhart,2,800,2,150000.00,good
Emhouse,2,800,2,150000.00,good
Enchanted Oaks,2,800,2,150000.00,good
Estelline,2,800,2,150000.00,good
Evant,2,800,2,150000.00,good
Fairview,2,650,2,150000.00,good
Flatonia,2,700,2,150000.00,good
Flower Mound,2,650,2,150000.00,good
Frankston,2,700,2,339863.00,good
Fulton,2,800,2,150000.00,good
Garrett,2,800,2,150000.00,good
Grandfalls,2,800,2,150000.00,good
Groom,2,650,2,300000.00,good
Gustine,2,700,2,150000.00,good
Hackberry,2,800,2,300000.00,good
Happy,2,800,2,150000.00,good
Hebron,2,800,2,150000.00,good
Hickory Creek,2,800,2,150000.00,Normal
Highland Park,2,800,2,150000.00,Normal
Holiday Lakes,2,650,2,150000.00,old
Holland,2,700,2,150000.00,good
Hollywood Park,2,650,2,150000.00,good
Howe,2,700,2,150000.00,old
Impact,2,800,2,150000.00,Normal
Indian Lake,2,800,2,150000.00,Normal
Italy,2,800,2,150000.00,good
Kenefick,2,650,2,150000.00,good
Kirvin,2,700,2,150000.00,good
Kosse,2,800,2,150000.00,good
Kurten,2,800,2,294658.00,good
Ladonia,2,800,2,150000.00,good
Laguna Vista,2,800,2,150000.00,good
Lake City,2,800,2,100000.00,good
Lakeside,2,800,2,150000.00,good
Lakeside,2,800,2,100000.00,good
Lakeside City,2,650,2,150000.00,good
Lakeview,2,700,2,150000.00,good
Lawn,2,650,2,150000.00,good
Lefors,2,700,2,150000.00,good
Lexington,2,800,2,150000.00,good
Livingston,2,800,2,150000.00,good
Lockney,2,800,2,150000.00,good
Loraine,2,650,2,150000.00,good
Los Indios,2,700,2,150000.00,good
Mabank,2,800,2,150000.00,good
Malone,2,800,2,100000.00,good
Marietta,2,800,2,150000.00,good
Matador,2,800,2,150000.00,good
McLean,2,800,2,150000.00,good
Meadow,2,650,2,100000.00,good
Megargel,2,700,2,150000.00,good
Melvin,2,650,2,100000.00,good
Merkel,2,700,2,150000.00,good
Mertens,2,800,2,150000.00,good
Mildred,2,800,2,150000.00,good
Milford,2,800,2,150000.00,good
Miller's Cove,2,650,2,150000.00,good
Millsap,2,700,2,300000.00,good
Moulton,2,800,2,100000.00,good
Mount Vernon,2,800,2,100000.00,good
Mullin,2,800,2,300000.00,good
Mustang,2,800,2,100000.00,good
Navarro,2,800,2,100000.00,good
New Deal,2,800,2,100000.00,good
New Hope,2,650,2,150000.00,good
Neylandville,2,700,2,65920.00,good
Normangee,2,650,2,150000.00,good
Northlake,2,700,2,150000.00,good
Oak Grove,2,800,2,150000.00,good
Oak Ridge,2,800,2,100000.00,good
Oak Ridge,2,800,2,150000.00,good
Oak Valley,2,650,2,150000.00,good
Oakwood,2,700,2,150000.00,Normal
Opdyke West,2,800,2,150000.00,Normal
Paducah,2,800,2,150000.00,old
Paint Rock,2,800,2,100000.00,good
Palmer,2,800,2,150000.00,good
Panhandle,2,650,2,150000.00,old
Pantego,2,700,2,100000.00,Normal
Payne Springs,2,650,2,200000.00,Normal
Peaster,2,700,2,150000.00,good
Penelope,2,800,2,100000.00,good
Pine Island,2,800,2,150000.00,good
Plains,2,800,2,100000.00,good
Pleasant Valley,2,650,2,150000.00,good
Poetry,2,700,2,150000.00,good
Ponder,2,800,2,150000.00,good
Post Oak Bend City,2,800,2,100000.00,good
Poth,2,800,2,200000.00,good
Pottsboro,2,800,2,100000.00,good
Powell,2,650,2,200000.00,good
Poynor,2,700,2,100000.00,good
Primera,2,650,2,200000.00,good
Prosper,2,700,2,150000.00,good
Providence Village,2,800,2,100000.00,good
Putnam,2,800,2,100000.00,good
Pyote,2,800,2,150000.00,good
Quintana,2,650,2,200000.00,good
Rancho Viejo,2,700,2,100000.00,good
Ransom Canyon,2,800,2,100000.00,good
Refugio,2,800,2,100000.00,good
Retreat,2,800,2,150000.00,good
Richland,2,800,2,150000.00,good
Richland Springs,2,800,2,100000.00,good
Rising Star,2,650,2,150000.00,good
Road Runner,2,700,2,200000.00,good
Roaring Springs,2,650,2,100000.00,good
Rochester,2,700,2,100000.00,good
Rocksprings,2,800,2,150000.00,good
Rocky Mound,2,800,2,150000.00,good
Rogers,2,800,2,150000.00,good
Round Mountain,2,650,2,200000.00,good
Round Top,2,700,2,100000.00,good
Rule,2,800,2,150000.00,good
Runge,2,800,2,150000.00,good
San Felipe,2,800,2,200000.00,good
Sanctuary,2,800,2,100000.00,good
Sanford,2,650,2,100000.00,good
Santa Anna,2,700,2,200000.00,good
Santa Rosa,2,650,2,100000.00,good
Scurry,2,700,2,100000.00,good
Shady Shores,2,800,2,100000.00,good
Skellytown,2,800,2,100000.00,good
Smyer,2,800,2,100000.00,good
South Mountain,2,650,2,100000.00,good
South Padre Island,2,700,2,150000.00,good
Springlake,2,800,2,300000.00,good
St. Hedwig,2,800,2,100000.00,Normal
St. Paul,2,800,2,150000.00,Normal
Stagecoach,2,800,2,100000.00,old
Streetman,2,650,2,100000.00,good
Sunnyvale,2,700,2,150000.00,good
Talty,2,650,2,150000.00,old
Tehuacana,2,700,2,100000.00,Normal
Tenaha,2,800,2,100000.00,Normal
Texline,2,800,2,100000.00,good
Thompsons,2,800,2,100000.00,good
Thornton,2,650,2,100000.00,good
Thorntonville,2,700,2,200000.00,good
Throckmorton,2,800,2,200000.00,good
Tioga,2,800,2,150000.00,good
Tira,2,800,2,100000.00,good
Toyah,2,800,2,100000.00,good
Trent,2,800,2,100000.00,good
Trophy Club,2,800,2,100000.00,good
Valentine,2,650,2,100000.00,good
Van Horn,2,700,2,300000.00,good
Wells,2,650,2,200000.00,good
Westlake,2,700,2,100000.00,good
Westover Hills,2,800,2,100000.00,good
White Deer,2,800,2,100000.00,good
Whiteface,2,800,2,150000.00,good
Whitewright,2,650,2,200000.00,good
Whitney,2,700,2,250000.00,good
Wickett,2,800,2,100000.00,good
Windom,2,800,2,200000.00,good
Windthorst,2,800,2,150000.00,good
Winona,2,800,2,150000.00,good
Woodloch,2,800,2,150000.00,good
Woodsboro,2,800,2,150000.00,good
Woodson,2,650,2,200000.00,good
Woodville,2,700,2,100000.00,good
Wortham,2,650,2,150000.00,good
Yantis,2,700,2,100000.00,good
Abbott,2,650,2,150000.00,good
Abernathy,2,700,2,150000.00,good
Abilene,2,800,2,150000.00,good
Ackerly,2,800,2,100000.00,good
Adrian,2,800,2,200000.00,good
Agua Dulce,2,650,2,150000.00,good
Alamo,2,700,2,100000.00,good
Alamo Heights,2,800,2,150000.00,good
Albany,2,800,2,140000.00,good
Aledo,2,800,2,130000.00,good
Alice,2,800,2,170000.00,good
Allen,2,800,2,190000.00,good
Alpine,2,700,2,153200.00,good
Alton,2,800,2,110500.00,good
Alvarado,2,650,2,183200.00,good
Alvin,2,700,2,156100.00,good
Amarillo,2,800,2,106000.00,good
Ames,2,650,2,197200.00,good
Amherst,2,700,2,197200.00,Normal
Anahuac,2,800,2,75200.00,Normal
Anderson,2,800,2,170000.00,old
Andrews,2,800,2,199000.00,good
Angleton,2,800,2,150000.00,good
Angus,2,650,2,150000.00,old
Anna,2,700,2,200000.00,Normal
Anson,2,800,2,250000.00,Normal
Anton,2,800,2,300000.00,good
Appleby,2,800,2,200000.00,good
Aquilla,2,650,2,100000.00,good
Aransas Pass,2,700,2,250000.00,good
Archer City,2,800,2,300000.00,good
Arcola,2,800,2,300000.00,good
Argyle,2,800,2,100000.00,good
Arlington,2,800,2,100000.00,good
Arp,2,650,2,200000.00,good
Asherton,2,700,2,200000.00,good
Athens,2,650,2,250000.00,good
Atlanta,2,700,2,250000.00,good
Aubrey,2,800,2,150000.00,good
Aurora,2,800,2,150000.00,good
Austin,2,800,2,200000.00,good
Austwell,2,650,2,150000.00,good
Azle,2,700,2,150000.00,good
Bailey,2,800,2,150000.00,good
Baird,2,800,2,150000.00,good
Balch Springs,2,800,2,200000.00,good
Balcones Heights,2,800,2,100000.00,good
Ballinger,2,800,2,150000.00,good
Balmorhea,2,800,2,100000.00,good
Bandera,2,800,2,150000.00,good
Bangs,2,650,2,62560.00,good
Bardwell,2,700,2,150000.00,good
Barry,2,650,2,237460.00,good
Barstow,2,700,2,100000.00,good
Bartlett,2,800,2,280000.00,good
Bastrop,2,800,2,150000.00,good
Bay City,2,800,2,150000.00,good
Bayou Vista,2,650,2,150000.00,good
Baytown,2,700,2,150000.00,good
Beach City,2,800,2,150000.00,good
Beasley,2,800,2,150000.00,good
Beaumont,2,800,2,150000.00,good
Beckville,2,800,2,150000.00,good
Bedford,2,800,2,150000.00,good
Bedias,2,800,2,244135.00,good
Bee Cave,2,800,2,150000.00,good
Beeville,2,650,2,150000.00,good
Bellaire,2,700,2,150000.00,good
Bellevue,2,650,2,296122.00,good
Bellmead,2,700,2,150000.00,good
Bellville,2,800,2,100000.00,good
Belton,2,800,2,150000.00,good
Benavides,2,800,2,150000.00,good
Benbrook,2,650,2,150000.00,Normal
Benjamin,2,700,2,150000.00,Normal
Bertram,2,800,2,150000.00,old
Beverly Hills,2,800,2,150000.00,good
Bevil Oaks,2,800,2,150000.00,good
Big Lake,2,800,2,150000.00,old
Big Spring,2,800,2,150000.00,Normal
Big Wells,2,800,2,150000.00,Normal
Bishop,2,800,2,150000.00,good
Blackwell,2,800,2,150000.00,good
Blanco,2,650,2,150000.00,good
Blossom,2,700,2,150000.00,good
Blue Mound,2,650,2,150000.00,good
Blue Ridge,2,700,2,339863.00,good
Boerne,2,800,2,150000.00,good
Bogata,2,800,2,150000.00,good
Bonham,2,800,2,150000.00,good
Borger,2,650,2,300000.00,good
Bovina,2,700,2,150000.00,good
Bowie,2,800,2,300000.00,good
Brackettville,2,800,2,150000.00,good
Brady,2,800,2,150000.00,good
Brazoria,2,800,2,150000.00,good
Brazos Country,2,800,2,150000.00,good
Breckenridge,2,650,2,150000.00,good
Bremond,2,700,2,150000.00,good
Brenham,2,650,2,150000.00,good
Briaroaks,2,700,2,150000.00,good
Bridge City,2,800,2,150000.00,good
Bridgeport,2,800,2,150000.00,good
Brookshire,2,800,2,150000.00,good
Brookside Village,2,650,2,150000.00,good
Browndell,2,700,2,150000.00,good
Brownfield,2,800,2,150000.00,good
Brownsboro,2,800,2,294658.00,good
Brownsville,2,800,2,150000.00,good
Brownwood,2,800,2,150000.00,good
Bruceville-Eddy,2,800,2,100000.00,good
Bryan,2,800,2,150000.00,good
Bryson,2,800,2,100000.00,good
Buda,2,650,2,150000.00,good
Buffalo,2,700,2,150000.00,good
Bulverde,2,650,2,150000.00,good
Bunker Hill Village,2,700,2,150000.00,good
Burkburnett,2,800,2,150000.00,good
Burke,2,800,2,150000.00,good
Burleson,2,800,2,150000.00,good
Burnet,2,650,2,150000.00,good
Burton,2,700,2,150000.00,good
Byers,2,800,2,150000.00,good
Cactus,2,800,2,100000.00,good
Caddo Mills,2,800,2,150000.00,good
Caldwell,2,800,2,150000.00,good
Callisburg,2,800,2,150000.00,good
Calvert,2,650,2,100000.00,good
Cameron,2,700,2,150000.00,Normal
Camp Wood,2,650,2,100000.00,Normal
Campbell,2,700,2,150000.00,old
Canadian,2,800,2,150000.00,good
Canton,2,800,2,150000.00,good
Canyon,2,800,2,150000.00,old
Carmine,2,650,2,150000.00,Normal
Carrizo Springs,2,700,2,300000.00,Normal
Carrollton,2,800,2,100000.00,good
Carthage,2,800,2,100000.00,good
Cashion Community,2,800,2,300000.00,good
Castle Hills,2,800,2,100000.00,good
Castroville,2,800,2,100000.00,good
Cedar Hill,2,800,2,100000.00,good
Cedar Park,2,650,2,150000.00,good
Celeste,2,700,2,65920.00,good
Celina,2,650,2,150000.00,good
Center,2,700,2,150000.00,good
Centerville,2,800,2,150000.00,good
Chandler,2,800,2,100000.00,good
Channing,2,800,2,150000.00,good
Charlotte,2,650,2,150000.00,good
Chico,2,700,2,150000.00,good
Childress,2,800,2,150000.00,good
Chillicothe,2,800,2,150000.00,good
China,2,800,2,100000.00,good
Chireno,2,800,2,150000.00,good
Cibolo,2,650,2,150000.00,good
Cisco,2,700,2,100000.00,good
Clarendon,2,650,2,200000.00,good
Clarksville,2,700,2,150000.00,good
Clarksville City,2,800,2,100000.00,good
Claude,2,800,2,150000.00,good
Clear Lake Shores,2,800,2,100000.00,good
Cleburne,2,650,2,150000.00,good
Cleveland,2,700,2,150000.00,good
Clifton,2,800,2,150000.00,good
Clute,2,800,2,100000.00,good
Clyde,2,800,2,200000.00,good
Cockrell Hill,2,800,2,100000.00,good
Coldspring,2,650,2,200000.00,good
Coleman,2,700,2,100000.00,good
College Station,2,650,2,200000.00,good
Colleyville,2,700,2,150000.00,good
Colmesneil,2,800,2,100000.00,good
Colorado City,2,800,2,100000.00,good
Columbus,2,800,2,150000.00,good
Comanche,2,650,2,200000.00,good
Combine,2,700,2,100000.00,good
Commerce,2,800,2,100000.00,good
Conroe,2,800,2,100000.00,good
Converse,2,800,2,150000.00,good
Cool,2,800,2,150000.00,good
Cooper,2,800,2,100000.00,good
Coppell,2,650,2,150000.00,good
Copperas Cove,2,700,2,200000.00,Normal
Corinth,2,650,2,100000.00,Normal
Corpus Christi,2,700,2,100000.00,old
Corsicana,2,800,2,150000.00,good
Cottonwood,2,800,2,150000.00,good
Cottonwood Shores,2,800,2,150000.00,old
Cotulla,2,650,2,200000.00,Normal
Coupland,2,700,2,100000.00,Normal
Cove,2,800,2,150000.00,good
Covington,2,800,2,150000.00,good
Coyote Flats,2,800,2,200000.00,good
Crandall,2,800,2,100000.00,good
Crane,2,650,2,100000.00,good
Cranfills Gap,2,700,2,200000.00,good
Creedmoor,2,650,2,100000.00,good
Cresson,2,700,2,100000.00,good
Crockett,2,800,2,100000.00,good
Crosbyton,2,800,2,100000.00,good
Crowell,2,800,2,100000.00,good
Crowley,2,650,2,100000.00,good
Crystal City,2,700,2,150000.00,good
Cuero,2,800,2,300000.00,good
Cumby,2,800,2,100000.00,good
Cushing,2,800,2,150000.00,good
Cut and Shoot,2,800,2,100000.00,good
Daingerfield,2,650,2,100000.00,good
Daisetta,2,700,2,150000.00,good
Dalhart,2,650,2,150000.00,good
Dallas,2,700,2,100000.00,good
Dalworthington Gardens,2,800,2,100000.00,good
Danbury,2,800,2,100000.00,good
Dayton,2,800,2,100000.00,good
Dayton Lakes,2,650,2,100000.00,good
De Kalb,2,700,2,200000.00,good
De Leon,2,800,2,200000.00,good
Dean,2,800,2,150000.00,good
Decatur,2,800,2,100000.00,good
DeCordova,2,800,2,100000.00,good
Deer Park,2,800,2,100000.00,good
Del Rio,2,800,2,100000.00,good
Dell City,2,650,2,100000.00,good
Denison,2,700,2,300000.00,good
Denton,2,650,2,200000.00,good
Deport,2,700,2,100000.00,good
DeSoto,2,800,2,100000.00,good
Devers,2,800,2,100000.00,good
Devine,2,800,2,150000.00,good
Diboll,2,650,2,200000.00,good
Dickens,2,700,2,250000.00,good
Dickinson,2,800,2,100000.00,good
Dilley,2,800,2,200000.00,good
Dimmitt,2,800,2,150000.00,good
Donna,2,800,2,150000.00,good
Dorchester,2,800,2,150000.00,good
Double Horn,2,800,2,150000.00,good
Dripping Springs,2,650,2,200000.00,Normal
Driscoll,2,700,2,100000.00,Normal
Dublin,2,650,2,150000.00,old
Dumas,2,700,2,100000.00,good
Duncanville,2,650,2,150000.00,good
Eagle Lake,2,700,2,150000.00,old
Eagle Pass,2,800,2,150000.00,Normal
Early,2,800,2,100000.00,Normal
Earth,2,800,2,200000.00,good
East Bernard,2,650,2,150000.00,good
East Mountain,2,700,2,100000.00,good
East Tawakoni,2,800,2,150000.00,good
Eastland,2,800,2,140000.00,good
Easton,2,800,2,130000.00,good
Ector,2,800,2,170000.00,good
Edcouch,2,800,2,190000.00,good
Eden,2,700,2,153200.00,good
Edinburg,2,800,2,110500.00,good
Edna,2,650,2,183200.00,good
Edom,2,700,2,156100.00,good
El Campo,2,800,2,106000.00,good
El Cenizo,2,650,2,197200.00,good
El Lago,2,700,2,197200.00,good
El Paso,2,800,2,75200.00,good
Eldorado,2,800,2,170000.00,good
Electra,2,800,2,199000.00,good
Elgin,2,800,2,150000.00,good
Ellinger,2,650,2,150000.00,good
Elmendorf,2,700,2,200000.00,good
Elsa,2,800,2,250000.00,good
Emory,2,800,2,300000.00,good
Encinal,2,800,2,200000.00,good
Ennis,2,650,2,100000.00,good
Escobares,2,700,2,250000.00,good
Euless,2,800,2,300000.00,good
Eureka,2,800,2,300000.00,good
Eustace,2,800,2,100000.00,good
Everman,2,800,2,100000.00,good
Fair Oaks Ranch,2,650,2,200000.00,good
Fairfield,2,700,2,200000.00,good
Falfurrias,2,650,2,250000.00,good
Falls City,2,700,2,250000.00,good
Farmers Branch,2,800,2,150000.00,good
Farmersville,2,800,2,150000.00,good
Farwell,2,800,2,200000.00,good
Fate,2,650,2,150000.00,good
Fayetteville,2,700,2,150000.00,good
Ferris,2,800,2,150000.00,good
Florence,2,800,2,150000.00,good
Floresville,2,800,2,200000.00,good
Floydada,2,800,2,100000.00,good
Follett,2,800,2,150000.00,good
Forest Hill,2,800,2,100000.00,good
Forney,2,800,2,150000.00,good
Forsan,2,650,2,62560.00,good
Fort Stockton,2,700,2,150000.00,Normal
Fort Worth,2,650,2,237460.00,Normal
Franklin,2,700,2,100000.00,old
Fredericksburg,2,800,2,280000.00,good
Freeport,2,800,2,150000.00,good
Freer,2,800,2,150000.00,old
Friendswood,2,650,2,150000.00,Normal
Friona,2,700,2,150000.00,Normal
Frisco,2,800,2,150000.00,good
Fritch,2,800,2,150000.00,good
Frost,2,800,2,150000.00,good
Fruitvale,2,800,2,150000.00,good
Fulshear,2,800,2,150000.00,good
Gainesville,2,800,2,244135.00,good
Galena Park,2,800,2,150000.00,good
Gallatin,2,650,2,150000.00,good
Galveston,2,700,2,150000.00,good
Ganado,2,650,2,296122.00,good
Garden Ridge,2,700,2,150000.00,good
Garland,2,800,2,100000.00,good
Garrison,2,800,2,150000.00,good
Gary City,2,800,2,150000.00,good
Gatesville,2,650,2,150000.00,good
George West,2,700,2,150000.00,good
Georgetown,2,800,2,150000.00,good
Gholson,2,800,2,150000.00,good
Giddings,2,800,2,150000.00,good
Gilmer,2,800,2,150000.00,good
Gladewater,2,800,2,150000.00,good
Glen Rose,2,800,2,150000.00,good
Glenn Heights,2,800,2,150000.00,good
Godley,2,800,2,150000.00,good
Goldsmith,2,650,2,150000.00,good
Goldthwaite,2,700,2,150000.00,good
Goliad,2,650,2,150000.00,good
Golinda,2,700,2,339863.00,good
Gonzales,2,800,2,150000.00,good
Goodlow,2,800,2,150000.00,good
Goodrich,2,800,2,150000.00,good
Gordon,2,650,2,300000.00,good
Goree,2,700,2,150000.00,good
Gorman,2,800,2,300000.00,good
Graford,2,800,2,150000.00,good
Graham,2,800,2,150000.00,good
Granbury,2,800,2,150000.00,good
Grand Prairie,2,800,2,150000.00,good
Grand Saline,2,650,2,150000.00,good
Grandview,2,700,2,150000.00,good
Granger,2,650,2,150000.00,good
Granite Shoals,2,700,2,150000.00,good
Granjeno,2,800,2,150000.00,good
Grapeland,2,800,2,150000.00,good
Grapevine,2,800,2,150000.00,good
Greenville,2,650,2,150000.00,good
Gregory,2,700,2,150000.00,good
Grey Forest,2,800,2,150000.00,Normal
Groesbeck,2,800,2,294658.00,Normal
Groves,2,800,2,150000.00,old
Groveton,2,800,2,150000.00,good
Gruver,2,800,2,100000.00,good
Gun Barrel City,2,800,2,150000.00,old
Gunter,2,800,2,100000.00,Normal
Hale Center,2,650,2,150000.00,Normal
Hallettsville,2,700,2,150000.00,good
Hallsburg,2,650,2,150000.00,good
Hallsville,2,700,2,150000.00,good
Haltom City,2,800,2,150000.00,good
Hamilton,2,800,2,150000.00,good
Hamlin,2,800,2,150000.00,good
Hardin,2,650,2,150000.00,good
Harker Heights,2,700,2,150000.00,good
Harlingen,2,800,2,150000.00,good
Hart,2,800,2,100000.00,good
Haskell,2,800,2,150000.00,good
Haslet,2,800,2,150000.00,good
Hawk Cove,2,800,2,150000.00,good
Hawkins,2,650,2,100000.00,good
Hawley,2,700,2,150000.00,good
Hays,2,650,2,100000.00,good
Hearne,2,700,2,150000.00,good
Heath,2,800,2,150000.00,good
Hedley,2,800,2,150000.00,good
Hedwig Village,2,800,2,150000.00,good
Helotes,2,650,2,150000.00,good
Hemphill,2,700,2,300000.00,good
Hempstead,2,800,2,100000.00,good
Henderson,2,800,2,100000.00,good
Henrietta,2,800,2,300000.00,good
Hereford,2,800,2,100000.00,good
Hewitt,2,800,2,100000.00,good
Hico,2,800,2,100000.00,good
Hidalgo,2,650,2,150000.00,good
Hideaway,2,700,2,65920.00,good
Higgins,2,650,2,150000.00,good
Highland Haven,2,700,2,150000.00,good
Highland Village,2,800,2,150000.00,good
Hill Country Village,2,800,2,100000.00,good
Hillsboro,2,800,2,150000.00,good
Hilshire Village,2,650,2,150000.00,good
Hitchcock,2,700,2,150000.00,good
Holliday,2,800,2,150000.00,good
Hondo,2,800,2,150000.00,good
Honey Grove,2,800,2,100000.00,good
Hooks,2,800,2,150000.00,good
Horizon City,2,650,2,150000.00,good
Horseshoe Bay,2,700,2,100000.00,good
Houston,2,650,2,200000.00,good
Howardwick,2,700,2,150000.00,good
Hubbard,2,800,2,100000.00,good
Hudson,2,800,2,150000.00,good
Hudson Oaks,2,800,2,100000.00,Normal
Hughes Springs,2,650,2,150000.00,Normal
Humble,2,700,2,150000.00,old
Hunters Creek Village,2,800,2,150000.00,good
Huntington,2,800,2,100000.00,good
Huntsville,2,800,2,200000.00,old
Hurst,2,800,2,100000.00,Normal
Hutchins,2,650,2,200000.00,Normal
Hutto,2,700,2,100000.00,good
Huxley,2,650,2,200000.00,good
Idalou,2,700,2,150000.00,good
Industry,2,800,2,100000.00,good
Ingleside,2,800,2,100000.00,good
Ingleside on the Bay,2,800,2,150000.00,good
Ingram,2,650,2,200000.00,good
Iola,2,700,2,100000.00,good
Iowa Park,2,800,2,100000.00,good
Iraan,2,800,2,100000.00,good
Iredell,2,800,2,150000.00,good
Irving,2,800,2,150000.00,good
Itasca,2,800,2,100000.00,good
Ivanhoe,2,650,2,150000.00,good
Jacinto City,2,700,2,200000.00,good
Jacksboro,2,650,2,100000.00,good
Jacksonville,2,700,2,100000.00,good
Jamaica Beach,2,800,2,150000.00,good
Jarrell,2,800,2,150000.00,good
Jasper,2,800,2,150000.00,good
Jayton,2,650,2,200000.00,good
Jefferson,2,700,2,100000.00,good
Jersey Village,2,800,2,150000.00,good
Jewett,2,800,2,150000.00,good
Joaquin,2,800,2,200000.00,good
Johnson City,2,800,2,100000.00,good
Jolly,2,650,2,100000.00,good
Jonestown,2,700,2,200000.00,good
Josephine,2,650,2,100000.00,good
Joshua,2,700,2,100000.00,good
Jourdanton,2,800,2,100000.00,good
Junction,2,800,2,100000.00,good
Justin,2,800,2,100000.00,good
Karnes City,2,650,2,100000.00,good
Katy,2,700,2,150000.00,good
Kaufman,2,800,2,300000.00,good
Keene,2,800,2,100000.00,good
Keller,2,800,2,150000.00,good
Kemah,2,800,2,100000.00,good
Kemp,2,650,2,100000.00,good
Kempner,2,700,2,150000.00,good
Kendleton,2,650,2,150000.00,good
Kenedy,2,700,2,100000.00,good
Kennard,2,800,2,100000.00,good
Kennedale,2,800,2,100000.00,good
Kerens,2,800,2,100000.00,good
Kermit,2,650,2,100000.00,good
Kerrville,2,700,2,200000.00,Normal
Kilgore,2,800,2,200000.00,Normal
Killeen,2,800,2,150000.00,old
Kingsbury,2,800,2,100000.00,good
Kingsville,2,800,2,100000.00,good
Kirby,2,800,2,100000.00,old
Kirbyville,2,800,2,100000.00,Normal
Knollwood,2,650,2,100000.00,Normal
Knox City,2,700,2,300000.00,good
Kountze,2,650,2,200000.00,good
Kress,2,700,2,100000.00,good
Krugerville,2,800,2,100000.00,good
Krum,2,800,2,100000.00,good
Kyle,2,800,2,150000.00,good
La Feria,2,650,2,200000.00,good
La Grange,2,700,2,250000.00,good
La Grulla,2,800,2,100000.00,good
La Joya,2,800,2,200000.00,good
La Marque,2,800,2,150000.00,good
La Porte,2,800,2,150000.00,good
La Vernia,2,800,2,150000.00,good
La Villa,2,800,2,150000.00,good
La Ward,2,650,2,200000.00,good
LaCoste,2,700,2,100000.00,good
Lacy-Lakeview,2,650,2,150000.00,good
Lago Vista,2,700,2,100000.00,good
Lake Bridgeport,2,650,2,150000.00,good
Lake Dallas,2,700,2,150000.00,good
Lake Jackson,2,800,2,150000.00,good
Lake Worth,2,800,2,100000.00,good
Lakeport,2,800,2,200000.00,good
